ID;CHURN;START_DATE;DUREE;PREPAID;FIN_STATE;COUNT_PAYMENT_DELAYS_CURRENT;COUNT_PAYMENT_DELAYS_1YEAR;DAYS_PAYMENT_DELAYS_CURRENT;DAYS_PAYMENT_DELAYS_1YEAR;COMPLAINT_1WEEK;COMPLAINT_2WEEKS;COMPLAINT_1MONTH;COMPLAINT_3MONTHS;COMPLAINT_6MONTHS;CLV;COUNT_OFFNET_CALLS_1WEEK;COUNT_ONNET_CALLS_1WEEK;AVG_DATA_3MONTH;COUNT_CONNECTIONS_3MONTH;AVG_DATA_1MONTH;COUNT_SMS_INC_ONNET_6MONTH;COUNT_SMS_OUT_OFFNET_6MONTH;COUNT_SMS_INC_OFFNET_1MONTH;COUNT_SMS_INC_OFFNET_WKD_1MONTH;COUNT_SMS_INC_ONNET_1MONTH;COUNT_SMS_INC_ONNET_WKD_1MONTH;COUNT_SMS_OUT_OFFNET_1MONTH;COUNT_SMS_OUT_OFFNET_WKD_1MONTH;COUNT_SMS_OUT_ONNET_1MONTH;COUNT_SMS_OUT_ONNET_WKD_1MONTH;AVG_MINUTES_INC_OFFNET_1MONTH;AVG_MINUTES_INC_ONNET_1MONTH;MINUTES_INC_OFFNET_WKD_1MONTH;MINUTES_INC_ONNET_WKD_1MONTH;AVG_MINUTES_OUT_OFFNET_1MONTH;AVG_MINUTES_OUT_ONNET_1MONTH;MINUTES_OUT_OFFNET_WKD_1MONTH;MINUTES_OUT_ONNET_WKD_1MONTH
13738;0;10-09-12;5137;1;NA;0;4;0;53;0;0;0;0;0;18210,63;56;0;23259608;4;0;1;249;62;25;0;0;124;36;10;8;747,05;0;35,36666667;0;802,35;34,08333333;39,81833333;4,95
13742;0;10-09-12;5137;1;NA;0;5;0;179;0;0;0;2;3;9756,44;11;5;610150;3;0;162;8;0;0;66;18;0;0;16;5;41,3;68,16666667;12,76666667;32,81666667;1,8;47,83333333;69,66666667;28,51666667
13741;0;10-09-12;5137;1;NA;1;5;-45;88;0;0;0;0;0;19742,01;1;20;1304413360;16;0;399;34;0;0;34;10;2;0;0;0;0;49,6;18,33333333;10,98333333;50,66666667;49,6;18,16666667;10,98333333
13739;0;10-09-12;5137;0;NA;0;0;0;0;0;0;0;0;0;17607,71;29;104;59811923;92;20556526;1045;44;1;1;152;24;8;4;24;1;143,7;19,51833333;30,9;45,76666667;19,71833333;188,3;32,4;43,7
13737;0;10-09-12;5137;0;NA;0;5;0;20;0;0;0;0;1;15119;21;73;9091790949;92;4388650027;1653;193;103;21;529;203;98;26;155;77;38,8;19,79333333;72,83333333;109,25;19,13333333;17,59833333;24,16666667;10,67333333
13740;0;10-09-12;5137;1;NA;0;2;0;7;2;0;0;2;2;13076,22;26;15;114082;3;0;399;62;9;7;49;7;4;4;7;2;59,98333333;15,99666667;12,35;1,5;64,16666667;15,50833333;36,16666667;1,45
13744;1;11-09-12;5138;0;0;0;2;0;2;0;0;0;0;0;8744,73;0;12;NA;NA;NA;0;0;2;0;0;0;0;0;0;0;0;204,1666667;0;0;0,466666667;112,9166667;0;0
13747;0;11-09-12;5138;0;NA;0;4;0;19;0;0;0;0;1;16723;0;0;664;3;0;62;6;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
13748;0;11-09-12;5138;1;NA;0;3;0;8;0;0;0;0;0;7596,58;13;20;620372;3;25785;310;8;2;0;34;12;0;0;10;2;24,06666667;71,6;85,66666667;11,9;11,9;70,38333333;47,33333333;11,9
13745;0;11-09-12;5138;0;NA;0;5;0;104;0;0;0;0;0;43025,88;29;7;546481582;154;39028543;231;120;32;20;46;14;58;22;9;3;22,02333333;34,96666667;70,38333333;48,33333333;10,38666667;0;20,01666667;0,983333333
13743;1;11-09-12;5138;0;0;0;2;0;2;0;0;0;0;0;13667,66;11;28;NA;NA;NA;0;72;2;0;0;0;14;2;0;0;46,25;65,05;0,083333333;7,75;64,88333333;246,7;11,13333333;57,7
13746;0;11-09-12;5138;0;NA;0;0;0;0;0;0;0;1;7;9761,76;9;13;81949501;49;10940990;426;51;14;0;48;16;10;0;5;2;23,11666667;92,81666667;3,15;48,33333333;0;89,63333333;36,33333333;4,7
13749;1;12-09-12;5139;0;0;0;4;0;20;1;1;1;1;6;39532,55;53;39;26964283;69;9988631;1348;805;127;35;230;61;135;36;32;7;101,0333333;249,3666667;48,61666667;27,9;92,31666667;246,3;67,65;26,48333333
13756;0;12-09-12;5139;1;NA;0;5;0;15;0;0;0;0;1;25271,87;14;42;614443646;104;84293273;631;54;0;0;69;7;6;2;15;1;95,33333333;85,36666667;30,26666667;31,93333333;10,92166667;17,65;38,86666667;67,66666667
13753;0;12-09-12;5139;0;NA;0;1;0;1;0;0;0;0;0;7993,69;5;10;NA;NA;NA;128;6;0;0;18;0;0;0;7;1;38,56666667;46,06666667;1,7;6,1;72,71666667;45,93333333;10,4;60,83333333
13751;0;12-09-12;5139;1;NA;0;3;0;9;0;0;0;2;2;19073,95;32;42;340673692;86;155177005;366;18;6;2;79;22;0;0;20;7;78,91666667;76,23333333;56,41666667;37,21666667;50,53333333;59,83333333;49,36666667;16,45
13755;0;12-09-12;5139;1;NA;0;3;0;11;0;0;0;0;0;16473,54;38;106;NA;NA;NA;2068;38;12;0;599;64;16;0;166;21;42,11666667;20,59666667;20,63333333;13,7;74,01666667;19,51166667;51,66666667;11,28333333
13752;0;12-09-12;5139;0;NA;0;2;0;2;0;0;0;0;0;13094,99;23;16;605828373;92;104110912;292;14;0;0;32;8;2;0;5;0;51,28333333;41,13333333;16,7;13,61666667;38,55;39,05;0;14,38333333
13754;0;12-09-12;5139;1;NA;0;2;0;64;0;0;0;1;4;26055,02;0;31;2832191696;111;204236764;720;31;2;0;101;26;8;0;20;4;50,38333333;83,73333333;12,16666667;17,38333333;10,24833333;77,78333333;0,15;12,15
13757;0;12-09-12;5139;0;NA;0;2;0;4;0;0;0;0;0;8850,58;3;36;NA;NA;NA;298;4;0;0;70;10;0;0;16;2;31,61666667;672,95;14,11666667;15,37666667;67,16666667;67,16666667;0;13,50333333
13761;0;13-09-12;5140;1;NA;0;1;0;3;0;0;0;0;0;5937,47;8;19;NA;NA;NA;362;70;0;0;40;14;2;0;12;0;72,91666667;52,53333333;87,83333333;99,33333333;0,683333333;45,23333333;0,583333333;91,66666667
13760;0;13-09-12;5140;1;NA;0;2;0;2;1;1;1;1;2;20251,44;9;40;NA;NA;NA;593;158;2;0;76;16;28;8;21;4;89,05;27,08833333;83,66666667;54,13333333;19,03333333;26,56833333;15,16666667;53,96666667
13763;0;13-09-12;5140;0;NA;0;1;0;4;0;0;0;0;0;9588,13;4;0;7825957045;128;4043010642;0;902;34;8;0;0;197;20;0;0;71,16666667;0;0,716666667;0;78,38333333;40,35;21,65;37,66666667
13758;0;13-09-12;5140;1;NA;2;3;-77;131;0;0;0;0;0;0;0;0;222392095;19;0;124;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13762;0;13-09-12;5140;0;NA;0;2;0;7;0;0;0;0;1;21072,84;43;2;10772608390;131;2851826156;0;26;10;8;0;0;4;4;4;0;15,61333333;10,86666667;53,13333333;0,933333333;23,59333333;41,21666667;64,1;95,66666667
13759;0;13-09-12;5140;0;NA;0;2;0;2;0;0;0;0;0;21353,92;22;17;2571056825;95;427048992;5;92;4;0;2;0;16;0;4;0;35,11666667;16,03333333;15,05;4,05;72,35;65,03333333;17,28333333;22,8
13773;0;14-09-12;5141;0;NA;0;3;0;12;0;0;0;0;0;10840;0;0;5435890;3;0;34;2;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0
13774;0;14-09-12;5141;0;NA;0;5;0;17;0;0;0;0;0;23740,99;11;16;292629;10;0;312;48;11;5;67;6;8;6;16;3;48,91666667;13,16666667;2,3;51,66666667;54,78333333;11,01666667;9,35;49,33333333
13772;0;14-09-12;5141;0;NA;0;5;0;33;0;0;0;0;0;11275,67;0;0;NA;NA;NA;360;15;2;0;41;6;2;0;7;0;35,1;11,02166667;56,66666667;23,61666667;18,36666667;11,01333333;1,05;22,25
13769;1;14-09-12;5141;0;0;0;8;0;200;0;0;0;0;0;21744;0;0;28876462;3;28876462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13771;0;14-09-12;5141;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13766;1;14-09-12;5141;0;0;0;1;0;4;0;0;0;0;1;18079,6;7;1;1632153376;120;647552922;0;88;6;0;0;0;8;2;0;0;19,56666667;10,76666667;1,2;2,483333333;41,06666667;10,75;12,31666667;3,733333333
13784;0;15-09-12;5142;0;NA;0;5;0;27;0;0;0;0;1;27814,61;43;16;761536700;55;634281288;394;65;2;0;130;21;12;2;22;3;21,50333333;48,1;23,98333333;25,73333333;77,73333333;30,01666667;18,43333333;55,33333333
13781;0;15-09-12;5142;0;NA;0;1;0;1;0;0;0;0;0;12293,27;0;0;NA;NA;NA;0;27;29;2;0;0;7;0;0;0;6,6;0;0;0;77,95;11,63333333;40,33333333;0,566666667
13777;1;15-09-12;5142;0;0;0;0;0;0;0;0;0;0;0;25906,72;57;0;149811332;97;32580219;4;74;2;0;0;0;6;2;0;0;226,3166667;0;109,5666667;2,216666667;278,1833333;141,7;89,26666667;28,25
13778;1;15-09-12;5142;0;0;0;4;0;4;0;0;0;0;1;35902,19;10;20;337752519;145;90238312;33;587;11;0;1;0;64;0;24;2;201,9166667;179,4;19,31666667;43,58333333;293,5;477,3166667;42,6;145,4666667
13780;0;15-09-12;5142;1;NA;1;4;-51;89;0;0;0;0;0;19319;0;0;100;1;0;184;33;0;0;14;6;0;0;0;0;0;0;0;0;0;0;0;0
13786;0;17-09-12;5144;0;NA;0;0;0;0;0;0;0;4;4;12849,94;8;6;754401821;92;425925259;693;60;0;0;34;2;0;0;1;0;42,33333333;17,76666667;0;65,83333333;0,483333333;17,36666667;4,85;6,55
13788;0;20-09-12;5147;0;NA;0;2;0;21;0;0;0;0;0;29647,68;15;0;680213152;111;421379977;3;183;17;0;0;0;8;2;0;0;53,06666667;0;16,85;0;191,2;64,23333333;58,6;36,36666667
13793;0;20-09-12;5147;0;NA;0;0;0;0;0;0;0;0;1;23697,32;10;13;47028295;123;28091116;266;36;0;0;40;20;6;0;11;5;53,85;66,25;11,13333333;18,58333333;43,13333333;65,5;14,66666667;18,56666667
13790;0;20-09-12;5147;0;NA;0;5;0;32;0;0;0;0;0;15939,88;31;34;NA;NA;NA;284;6;8;6;86;26;2;0;10;3;52,35;22,79666667;19,71666667;40,66666667;130,35;13,75833333;25,33333333;38,76666667
13789;0;20-09-12;5147;0;NA;1;2;-54;57;0;0;0;0;0;0;0;0;NA;NA;NA;254;823;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0
13792;0;20-09-12;5147;0;NA;0;1;0;2;0;0;0;0;0;67106,65;28;38;360656304;83;179358185;634;89;16;0;131;26;14;2;40;14;52,88833333;88,26666667;16,90666667;43,85;193,55;63,26666667;24,59333333;36,78333333
13791;0;20-09-12;5147;0;NA;0;4;0;44;0;0;0;0;1;14429,58;40;17;553569114;10;0;422;16;3;2;113;28;6;4;12;4;98,76666667;19,45;42,2;33,06666667;11,88333333;11,78333333;13,18333333;8,8
13804;0;21-09-12;5148;1;NA;1;3;-77;93;0;0;0;0;2;0;0;0;NA;NA;NA;114;16;0;0;24;4;0;0;0;0;0;0;0;0;0;0;0;0
13802;0;21-09-12;5148;1;NA;0;0;0;0;0;0;0;0;0;9369,59;1;13;NA;NA;NA;281;42;0;0;74;16;4;2;17;7;59,16666667;91,66666667;26,16666667;5,95;20,66666667;0;1,55;56,83333333
13801;0;21-09-12;5148;0;NA;0;4;0;15;0;0;0;1;1;15123,13;41;5;753448939;78;182085341;586;60;4;2;82;14;6;2;10;3;10,47833333;48,16666667;32,51666667;0,116666667;71,15;47,83333333;24,95;0,116666667
13796;0;21-09-12;5148;0;NA;0;1;0;4;0;0;0;0;0;35318,43;27;16;527485516;122;142871949;336;21;7;0;56;12;2;0;13;3;15,48333333;76,63333333;7,3;51,33333333;0;63,9;27,01666667;46,83333333
13799;0;21-09-12;5148;0;NA;0;0;0;0;0;0;0;0;3;24506,67;29;10;770210434;90;295074791;521;60;6;2;59;24;0;0;31;15;14,14833333;17,01666667;57,15;36,13333333;8,15;16,16166667;38,33333333;35,96666667
13795;1;21-09-12;5148;0;0;1;8;-9;228;0;0;0;0;0;9500,96;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13798;0;21-09-12;5148;0;NA;0;4;0;25;0;0;0;0;0;11730,49;11;24;NA;NA;NA;453;46;2;0;78;24;6;0;16;4;49,75;15,26166667;12,66666667;80,16666667;77,16666667;12,12333333;1,65;66,48333333
13810;0;22-09-12;5149;0;NA;0;0;0;0;0;0;0;0;0;57686,81;25;98;7592737078;139;1636393612;837;81;2;2;267;120;10;4;29;7;220,5;389,2;27,37666667;13,69166667;19,88166667;28,55666667;201,5;33,88333333
13806;0;22-09-12;5149;1;NA;0;1;0;1;0;0;0;0;0;15118,46;17;128;7823504855;92;1951951023;986;32;2;2;214;12;10;4;178;4;20,28333333;58,72666667;41,66666667;26,98833333;14,78333333;58,41166667;53,33333333;268,8
13812;0;22-09-12;5149;0;NA;2;4;-64;113;0;0;0;0;1;3471,45;0;18;802906;12;0;595;99;0;0;56;10;0;0;2;0;0;45,55;0;13,56666667;47,03333333;45,55;10,48333333;13,56666667
13808;0;22-09-12;5149;0;NA;0;2;0;6;0;0;0;0;0;14239,61;13;18;353408904;93;121013361;734;37;6;0;56;20;4;0;19;3;51,66666667;56,76666667;10,4;5,35;17,35;50,38333333;98,83333333;46,66666667
13814;0;22-09-12;5149;0;NA;0;4;0;8;0;0;0;0;0;11482,47;16;70;NA;NA;NA;935;40;0;0;170;56;0;0;38;15;78,16666667;16,01333333;10,68333333;57,11666667;56,4;15,36333333;8,3;55,9
13823;0;24-09-12;5151;0;NA;0;0;0;0;0;0;0;0;0;15816,73;4;54;1493736240;93;591953687;763;116;12;2;142;31;23;4;29;7;40,2;41,04166667;0,616666667;14,85666667;44,41666667;40,23666667;92,33333333;147,4
13824;0;24-09-12;5151;0;NA;0;1;0;3;1;1;1;4;4;18259,24;9;34;7669368071;97;3153540167;776;20;3;0;160;42;10;4;31;9;55,7;396,85;25,28333333;17,43833333;57,13333333;38,43666667;1,25;17,29166667
13820;0;24-09-12;5151;0;NA;0;0;0;0;0;0;0;0;0;8770,48;9;89;NA;NA;NA;773;206;2;0;112;29;10;2;19;6;43,76666667;24,54833333;0,333333333;91,85;22,3;23,94833333;27,33333333;90,7
13817;1;24-09-12;5151;1;0;0;1;0;5;0;0;0;0;0;18355,89;0;1;232752294;88;80187771;4;44;46;8;0;0;2;0;14;0;16,98333333;46,8;0;17,98333333;77,98333333;206,65;1,216666667;16,41666667
13822;0;24-09-12;5151;0;NA;0;0;0;0;0;0;0;0;0;25166,11;58;12;1648209581;149;530855157;834;70;8;0;124;12;2;0;40;3;13,99333333;29,56666667;59,25;1,6;66,63333333;22,88333333;32,98333333;11,66666667
13832;0;25-09-12;5152;1;NA;0;3;0;9;0;0;0;0;0;8226,15;7;109;NA;NA;NA;242;10;0;0;40;4;0;0;8;2;48,78333333;142,85;35,66666667;11,55;10,65;113,1;2,4;10,38333333
13831;0;25-09-12;5152;1;NA;0;1;0;1;0;0;0;0;0;14638,32;3;81;5049130981;92;1389917772;917;64;6;2;177;30;2;0;38;2;30,86666667;80,96166667;53,66666667;50,26666667;26,01666667;80,30333333;8,35;0
13830;0;25-09-12;5152;1;NA;0;1;0;1;0;0;0;2;2;7223,45;9;34;NA;NA;NA;1317;72;10;4;327;80;16;6;104;34;38,23333333;18,78166667;5,6;64,35;22,05;18,82833333;7,5;61,73333333
13828;0;25-09-12;5152;0;NA;0;0;0;0;0;0;0;0;1;14339,95;25;0;595152772;135;242293579;0;70;4;0;0;0;16;0;0;0;12,64833333;0;13,3;0;19,37166667;21,33333333;10,3;0
13825;1;25-09-12;5152;0;0;0;3;0;6;0;0;0;0;0;26196,14;26;43;420552248;92;257023837;365;12;0;0;94;2;0;0;27;1;153,6833333;289,75;66,96666667;47,98333333;67,45;287,7333333;5,783333333;47,76666667
13829;0;25-09-12;5152;0;NA;0;5;0;82;0;0;0;0;1;57720,16;12;36;2438749995;63;78058974;1200;303;0;0;146;47;53;0;7;3;10,90166667;23,81666667;14,66666667;16,78333333;311,75;23,61166667;33,9;15,95
13827;0;25-09-12;5152;1;NA;0;5;0;82;0;0;0;0;0;5965,68;0;13;437702749;1;0;310;26;0;0;28;14;0;0;0;0;14,66666667;33,58333333;0;1,6;31,16666667;31,53333333;0,066666667;15,66666667
13833;0;25-09-12;5152;0;NA;0;2;0;20;0;0;0;0;0;16747,22;11;2;140453585;80;6963174;353;89;9;0;74;12;16;0;21;4;47,46666667;16,83333333;13,61666667;2,95;41,16666667;0,966666667;14,55;2,9
13840;0;26-09-12;5153;1;NA;0;1;0;3;1;1;1;1;1;14667,27;4;9;2808103;6;0;266;36;0;0;68;18;0;0;6;3;58,18333333;26,38333333;27,38333333;21,83333333;39,3;89,33333333;10,66666667;18,66666667
13838;0;26-09-12;5153;0;NA;0;4;0;65;1;0;0;1;1;21709,87;31;40;1210898596;87;316157284;454;34;2;0;60;4;2;0;10;0;38,61666667;244,8;89,83333333;52,58333333;72,01666667;24,30666667;20,68333333;52,5
13836;1;26-09-12;5153;0;0;4;4;-257;848;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13837;0;26-09-12;5153;0;NA;0;2;0;29;0;0;0;0;0;12344,43;23;57;NA;NA;NA;298;70;1;0;80;24;12;0;4;2;12,95666667;18,56333333;30,5;40,53333333;12,7;18,26666667;98,16666667;39,06666667
13843;1;27-09-12;5154;0;0;0;7;0;89;0;0;0;0;0;12185;0;0;20169009;6;10177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13842;1;27-09-12;5154;0;0;0;7;0;89;0;0;0;0;0;12185;0;0;38589997;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13848;0;27-09-12;5154;1;NA;0;3;0;11;0;0;0;0;0;20470,8;42;10;NA;NA;NA;345;22;0;0;52;6;2;0;10;2;17,92166667;13,65;84,66666667;18,33333333;42,93333333;11,45;14,55;19,16666667
13845;1;27-09-12;5154;0;0;0;7;0;89;0;0;0;0;0;12185;0;0;6933557083;37;990593641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13844;1;27-09-12;5154;0;0;0;7;0;89;0;0;0;0;0;12185;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13850;0;27-09-12;5154;0;NA;0;5;0;17;0;0;0;0;1;68087,7;24;26;129088279;75;20704189;418;242;54;8;44;8;57;11;5;1;278,9;135,75;37,88333333;18,41666667;326,7;11,83333333;23,2;17,96666667
13847;0;27-09-12;5154;1;NA;0;4;0;28;0;0;0;0;0;18168,49;2;256;NA;NA;NA;4744;72;0;0;438;64;6;0;118;17;0;1413,65;28,83333333;22,98166667;19,77166667;14,11866667;43,91666667;229,65
13849;0;27-09-12;5154;1;NA;0;2;0;5;0;0;0;0;0;9396,59;5;160;NA;NA;NA;304;4;0;0;58;14;0;0;22;2;22,06666667;33,18166667;83,33333333;80,23333333;50,65;32,57666667;97,33333333;78,21666667
13856;0;28-09-12;5155;1;NA;0;3;0;37;0;0;0;1;1;28149,27;30;3;4947470296;142;1894208421;70;79;5;0;20;6;16;4;0;0;18,94166667;81,93333333;23,37833333;7,1;14,54666667;77,56666667;79,1;70,66666667
13852;0;28-09-12;5155;1;NA;0;1;0;8;0;0;0;0;2;20309,1;36;23;NA;NA;NA;996;21;0;0;110;31;6;4;8;3;44,05;39,36666667;17,43333333;64,83333333;11,41833333;12,81666667;41,55;20,16666667
13855;0;28-09-12;5155;0;NA;2;5;-61;120;0;0;0;0;0;0;0;0;1785716045;31;0;1142;51;0;0;17;12;0;0;0;0;0;0;0;0;0;0;0;0
13857;0;28-09-12;5155;0;NA;0;4;0;16;0;0;0;0;0;69948,23;48;15;189822318;111;64966950;7;201;13;2;0;0;42;0;4;0;151,15;68,2;15,78333333;2,25;49,00833333;542,65;41,16666667;50,73333333
13862;0;29-09-12;5156;1;NA;0;1;0;5;0;0;0;0;1;7795,68;0;45;NA;NA;NA;1441;4;0;0;296;67;2;0;68;14;12,85;14,16333333;0;46,46666667;30,71666667;12,24333333;0,966666667;45,41666667
13859;0;29-09-12;5156;0;NA;0;3;0;42;0;0;0;0;2;70753,74;32;3;798926359;35;114402439;2;258;241;48;0;0;69;7;6;2;103,1;4,4;16,55;0;69,93666667;15,55333333;18,44666667;17,83333333
13861;0;29-09-12;5156;0;NA;0;0;0;0;0;0;0;0;0;19047,39;25;90;1496765079;157;359279685;747;106;4;0;136;31;4;0;37;7;17,99166667;85,18333333;12,4;15,77166667;22,5;84,39166667;34,66666667;15,76166667
13863;0;29-09-12;5156;1;NA;0;2;0;5;0;0;0;0;0;6158,62;9;9;NA;NA;NA;170;56;0;0;44;14;12;0;2;0;42,91666667;47,36666667;16,33333333;11,51666667;12,51666667;46,61666667;0;11,51666667
13858;0;29-09-12;5156;0;NA;0;5;0;18;0;0;0;0;0;24626,87;48;12;531242429;161;143669498;405;26;5;0;89;35;8;4;15;4;83,51666667;22,13333333;25,96666667;9,35;61,9;21,68333333;15,85;9,3
13867;1;01-10-12;5158;0;0;0;0;0;0;0;0;0;0;3;27719,63;3;10;815442689;150;266223374;817;96;0;0;112;13;2;0;30;4;60,75;189,5166667;2,9;12,53333333;44,58333333;163,5333333;2,283333333;11,81666667
13869;0;01-10-12;5158;1;NA;0;3;0;8;0;0;0;0;0;13359,47;3;94;870605880;96;288438301;520;40;5;2;182;78;14;0;120;17;4,1;0;75,16666667;29,80833333;8,8;54,62833333;9,8;29,65666667
13870;0;01-10-12;5158;1;NA;0;2;0;2;0;0;0;0;0;10818,3;2;42;NA;NA;NA;210;12;0;0;24;4;6;2;0;0;37,21666667;227,65;22,83333333;41,55;61,05;21,57166667;10,08333333;37,5
13877;1;02-10-12;5159;0;0;0;8;0;50;0;0;0;0;0;17365,54;2;4;47234865;141;32579875;0;111;3;0;0;0;14;2;6;0;14,45;20,81666667;7,2;23,28333333;87,48333333;0;30,26666667;17,86666667
13881;0;02-10-12;5159;0;NA;0;5;0;16;0;0;0;0;0;12965,17;0;17;323373848;7;0;1098;68;2;2;102;27;2;0;25;9;46,55;13,62833333;21,55;25,56666667;28,46666667;13,40333333;34,85;25,05
13874;1;02-10-12;5159;1;0;0;0;0;0;0;0;0;0;0;15712,49;7;39;114739660;17;336772;270;18;0;0;38;8;0;0;30;2;23,5;48,18333333;9,383333333;11,4;17,31666667;46,38333333;0;10,23333333
13876;1;02-10-12;5159;0;0;0;6;0;18;2;0;0;2;2;16723;0;0;9024036934;50;2178073701;114;2;0;0;42;1;0;0;3;0;0;0;0;0;0;0;0;0
13880;0;02-10-12;5159;1;NA;0;2;0;8;0;0;0;0;0;12963,59;14;76;377616517;93;188745710;316;22;0;0;54;18;0;0;61;6;19,66666667;859,3;41,66666667;351,25;25,13333333;85,83166667;15,83333333;35,06166667
13873;1;02-10-12;5159;0;0;0;2;0;2;0;0;0;0;2;17951,9;12;51;814654291;74;286789432;1175;227;102;13;271;71;98;20;34;10;28,38333333;116,9333333;12,3;22,98333333;0;35,85;8,916666667;7,533333333
13875;1;02-10-12;5159;0;0;0;2;0;4;0;0;0;0;0;34209,32;8;0;93020033;104;36183201;5;76;8;0;0;0;9;0;0;0;124,4333333;0;4,233333333;0;275,3833333;245,2666667;40,66666667;23,53333333
13879;0;02-10-12;5159;0;NA;1;2;-64;65;0;0;0;0;0;16723;0;0;2345891044;24;0;18;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13882;0;02-10-12;5159;1;NA;0;0;0;0;0;0;0;0;1;10487,35;8;42;65976821;2;65976821;834;2;0;0;64;16;0;0;12;1;57,4;10,18666667;14,25;19,26666667;22,88333333;97,33333333;77,33333333;18,93333333
13872;1;02-10-12;5159;0;0;0;1;0;1;0;0;0;0;0;25263,93;116;0;93846176;30;1396618;5;83;60;24;0;0;16;4;14;2;796,8;0,116666667;233,7;0;267,5166667;23,43333333;89,2;15,76666667
13883;1;03-10-12;5160;0;0;1;11;-2;408;0;0;0;0;0;12185;0;0;1451873566;23;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13887;0;03-10-12;5160;1;NA;0;2;0;103;1;0;0;1;1;20353,08;0;24;3200137897;67;357897556;297;30;0;0;29;4;4;0;2;0;30,13333333;169,9;67,33333333;41,11666667;54,66666667;16,59166667;12,43333333;41,01666667
13886;0;03-10-12;5160;1;NA;0;0;0;0;0;0;0;0;0;6946,9;11;77;NA;NA;NA;803;42;14;1;254;26;8;2;39;4;49,9;816,75;11,21666667;135,7;13,29666667;81,51833333;13,16666667;135,7
13885;0;03-10-12;5160;0;NA;0;5;0;59;0;0;0;2;2;17051,83;41;0;631862957;55;34544675;2;10;24;8;0;0;0;0;4;0;10,93833333;0;36,23333333;0;46,65;31,18333333;25,18333333;17,25
13894;1;04-10-12;5161;0;0;0;9;0;600;0;0;0;0;0;10461,4;10;9;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;35,31666667;126,9166667;0;1,083333333;107,8166667;101,15;0;1,55
13896;0;04-10-12;5161;0;NA;0;4;0;36;0;0;0;0;0;28452,31;5;54;1442833461;89;387327116;529;45;0;0;35;4;2;0;8;0;16,08333333;193,05;2,8;74,5;21,16666667;19,22833333;10,5;74,41666667
13892;1;04-10-12;5161;0;0;0;9;0;600;0;0;0;0;0;9008,74;16;1;NA;NA;NA;0;4;0;0;0;0;4;0;0;0;75,48333333;105,3833333;1,983333333;0;178,5333333;56,11666667;3,233333333;0
13895;0;04-10-12;5161;1;NA;0;0;0;0;0;0;0;0;0;12743,06;42;0;508629461;17;179442;0;2;28;8;0;0;2;0;0;0;31,73833333;0;133,15;0;36,17166667;0;16,02166667;0
13891;1;04-10-12;5161;0;0;0;4;0;14;0;0;0;0;0;17427,71;60;0;1550086172;93;745285404;0;45;64;10;0;0;3;3;0;0;270,4833333;0;68,01666667;0;210,9;28,68333333;74,06666667;0,966666667
13893;1;04-10-12;5161;0;0;0;3;0;33;0;0;0;0;3;17688,72;17;40;5382971439;90;558041346;494;24;4;0;102;26;2;0;21;3;100,2;145,35;9,666666667;73,16666667;10,28333333;125,5833333;3,883333333;66,15
13889;1;04-10-12;5161;1;0;0;6;0;30;0;0;0;0;1;47700,69;25;50;4491573590;89;1738331156;1701;47;11;0;304;66;2;0;51;10;119,8666667;459,3333333;29,75;124,45;148,7333333;307,8;79,03333333;51,45
13890;1;04-10-12;5161;0;0;0;2;0;5;0;0;0;2;2;16493,14;22;0;1603326375;95;546807197;2;318;56;9;0;0;63;25;0;0;186,4666667;0;2,9;0;232,85;22,41666667;24,98333333;10,66666667
13898;0;05-10-12;5162;0;NA;0;5;0;13;0;0;0;0;0;79651,15;183;55;1858399637;98;705458370;877;260;36;2;231;16;58;6;21;2;845,4;199,15;96,85;32,9;614,65;19,20666667;58,88333333;32,33333333
13901;0;05-10-12;5162;1;NA;0;4;0;15;0;0;0;0;0;29899,4;21;30;4381374884;92;1795244604;303;179;5;1;71;12;10;2;3;0;48,38333333;17,03333333;42,41666667;39,33333333;260,15;12,13333333;53,9;2,4
